brand,price,os_name,Processor,RAM Size GB,Storage Size GB,battery_capacity,Dual_Sim,Screen_Size,Refresh_Rate,primary_rear_camera_mp,num_rear_cameras,primary_front_camera_mp,num_front_cameras,memory_card_support,fast_charging_power,4G,5G,Vo5G,NFC,IR_Blaster,Core_Count,Clock_Speed_GHz,Resolution_Width,Resolution_Height,Notch_Type,os_version,rating,b_r,Processor_Category,price_Category,RAM Size GB_Category,Storage Size GB_Category,battery_capacity_Category,fast_charging_power_Category,os_version_Category,Screen_Size_Category,primary_rear_camera_mp_Category,primary_front_camera_mp_Category,Clock_Speed_GHz_Category,Resolution_Width_Category,Resolution_Height_Category,rating_Category
Xiaomi,18699,Android,Snapdragon_732,8.0,128.0,4250.0,Yes,6.55,90.0,64.0,3.0,16.0,1.0,Yes,33,Yes,No,No,No,Yes,8.0,2.3,1080.0,2400.0,Punch Hole,11.0,82.0,Xiaomi,snapdragon,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,60-200 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
DIZO,1749,Android,Other_6531,0.03,0.03,1900.0,Yes,2.8,60.0,3.0,1.0,16.0,1.0,Yes,0,No,No,No,No,No,8.0,2.4,240.0,320.0,No Notch,12.0,80.0,Other,Other,Budget,0-1 GB,0-1 GB,800-3000 mAh,0-50W,v10-v16,1-4 inches,2-5 mp,8-16 mp,2-3 GHz,120-640 Width,160-640 Height,70-80 rating
Realme,10990,Android,Dimensity_700,4.0,128.0,5000.0,Yes,6.5,60.0,48.0,3.0,16.0,1.0,Yes,18,Yes,Yes,No,No,No,8.0,2.2,1080.0,2400.0,Punch Hole,11.0,76.0,Realme,dimensity,Mid-Range,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Xiaomi,30990,Android,Snapdragon_888,8.0,128.0,4520.0,Yes,6.67,120.0,108.0,3.0,20.0,1.0,Yes,33,Yes,Yes,No,No,Yes,8.0,2.84,1080.0,2400.0,Punch Hole,12.0,85.0,Xiaomi,snapdragon,Premium,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,60-200 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Lenovo,59999,Android,Snapdragon_888,16.0,512.0,5000.0,Yes,6.5,144.0,64.0,2.0,20.0,1.0,Yes,120,Yes,Yes,No,Yes,No,8.0,2.84,1080.0,2400.0,No Notch,12.0,89.0,Other,snapdragon,Flagship,8-18 GB,256-1024 GB,3000-5000 mAh,80-240W,v10-v16,6-9 inches,60-200 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Samsung,23999,Android,Exynos_9825,6.0,128.0,7000.0,Yes,6.71,60.0,64.0,1.0,32.0,1.0,Yes,0,Yes,No,No,Yes,No,8.0,2.73,1080.0,2400.0,Punch Hole,11.0,83.0,Samsung,exynos,Mid-Range,4-8 GB,32-256 GB,5000-10000 mAh,0-50W,v10-v16,6-9 inches,60-200 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Realme,9999,Android,Dimensity_720,4.0,128.0,5000.0,Yes,6.5,60.0,13.0,3.0,8.0,1.0,Yes,18,Yes,Yes,No,No,No,8.0,2.4,720.0,1600.0,Water Drop Notch,12.0,69.0,Realme,dimensity,Budget,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,5-14 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,60-70 rating
Nokia,3099,RTOS,Unisoc_117,0.06,0.12,1150.0,Yes,2.4,60.0,50.0,1.0,16.0,1.0,Yes,0,Yes,No,No,No,No,8.0,2.4,240.0,320.0,No Notch,12.0,80.0,Other,unisoc,Budget,0-1 GB,0-1 GB,800-3000 mAh,0-50W,v10-v16,1-4 inches,40-60 mp,8-16 mp,2-3 GHz,120-640 Width,160-640 Height,70-80 rating
Apple,119900,iOS,Bionic_14,6.0,256.0,5000.0,Yes,6.58,90.0,50.0,1.0,16.0,1.0,Yes,0,Yes,Yes,No,Yes,No,6.0,3.1,1080.0,2400.0,Unknown,12.0,80.0,Apple,bionic,Luxury,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,3-4 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Xiaomi,9299,Android,Helio_25,4.0,128.0,5000.0,Yes,6.53,60.0,13.0,1.0,5.0,1.0,Yes,10,Yes,No,No,No,No,8.0,2.4,720.0,1600.0,Water Drop Notch,10.0,67.0,Xiaomi,helio,Budget,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v5-v10,6-9 inches,5-14 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,60-70 rating
Realme,12989,Android,Helio_90,6.0,64.0,4300.0,Yes,6.5,90.0,64.0,1.0,16.0,1.0,Yes,30,Yes,No,No,No,No,8.0,2.05,1080.0,2400.0,Punch Hole,10.0,77.0,Realme,helio,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v5-v10,6-9 inches,60-200 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Samsung,4999,Android,Other_28,1.0,16.0,3000.0,Yes,5.3,60.0,8.0,1.0,5.0,1.0,Yes,0,Yes,No,No,No,No,4.0,1.5,720.0,1480.0,No Notch,10.0,80.0,Samsung,Other,Budget,0-1 GB,1-32 GB,800-3000 mAh,0-50W,v5-v10,4-6 inches,5-14 mp,1-8 mp,0-2 GHz,640-1080 Width,640-1480 Height,70-80 rating
LG,11999,Android,Other_1,6.0,128.0,5000.0,No,6.58,90.0,50.0,1.0,16.0,1.0,Yes,0,Yes,No,No,No,No,8.0,2.4,1080.0,2400.0,Unknown,12.0,80.0,Other,Other,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
OPPO,29990,Android,Snapdragon_765,8.0,128.0,4300.0,Yes,6.43,60.0,64.0,1.0,32.0,1.0,Yes,65,Yes,Yes,No,No,No,8.0,2.4,1080.0,2400.0,Punch Hole,12.0,83.0,OPPO,snapdragon,Premium,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,60-200 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
OPPO,12490,Android,Helio_35,6.0,128.0,4230.0,Yes,6.5,60.0,12.0,3.0,8.0,1.0,Yes,0,Yes,No,No,No,No,8.0,2.3,720.0,1600.0,Water Drop Notch,9.0,72.0,OPPO,helio,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v5-v10,6-9 inches,5-14 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,70-80 rating
Sony,27999,Android,Snapdragon_665,4.0,128.0,3600.0,Yes,6.0,90.0,12.0,3.0,8.0,1.0,Yes,18,Yes,No,No,Yes,No,8.0,2.4,1080.0,2520.0,No Notch,10.0,75.0,Other,snapdragon,Premium,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v5-v10,4-6 inches,5-14 mp,1-8 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Vivo,8199,Android,Helio_22,2.0,32.0,4030.0,Yes,6.22,60.0,13.0,1.0,5.0,1.0,Yes,0,Yes,No,No,No,No,8.0,2.4,720.0,1520.0,Water Drop Notch,8.1,80.0,Vivo,helio,Budget,1-4 GB,1-32 GB,3000-5000 mAh,0-50W,v5-v10,6-9 inches,5-14 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,70-80 rating
Huawei,21990,Android,Kirin_810,8.0,128.0,4200.0,Yes,6.4,60.0,48.0,1.0,16.0,1.0,Yes,40,Yes,No,No,No,No,8.0,2.2,1080.0,2340.0,Punch Hole,10.0,81.0,Other,kirin,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v5-v10,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Vivo,20000,Android,Helio_65,4.0,128.0,5000.0,Yes,6.53,60.0,16.0,3.0,16.0,1.0,Yes,18,Yes,No,No,No,No,8.0,2.4,1080.0,2340.0,Water Drop Notch,9.0,73.0,Vivo,helio,Mid-Range,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v5-v10,6-9 inches,14-40 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Vivo,11990,Android,Snapdragon_675,6.0,64.0,5000.0,Yes,6.53,60.0,16.0,3.0,16.0,1.0,Yes,18,Yes,No,No,No,No,8.0,2.4,1080.0,2340.0,Water Drop Notch,9.0,74.0,Vivo,snapdragon,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v5-v10,6-9 inches,14-40 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Xiaomi,11989,Android,Helio_85,4.0,64.0,5020.0,Yes,6.53,60.0,48.0,1.0,13.0,1.0,Yes,5,Yes,No,No,No,Yes,8.0,2.4,1080.0,2340.0,Punch Hole,10.0,75.0,Xiaomi,helio,Mid-Range,1-4 GB,32-256 GB,5000-10000 mAh,0-50W,v5-v10,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Xiaomi,11490,Android,Snapdragon_439,4.0,64.0,5000.0,Yes,6.22,60.0,12.0,2.0,8.0,1.0,Yes,18,Yes,No,No,No,Yes,8.0,2.4,720.0,1520.0,Water Drop Notch,9.0,66.0,Xiaomi,snapdragon,Mid-Range,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v5-v10,6-9 inches,5-14 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,60-70 rating
Motorola,11490,Android,Helio_70,4.0,64.0,4000.0,Yes,6.2,60.0,13.0,3.0,8.0,1.0,Yes,10,Yes,No,No,No,No,8.0,2.4,720.0,1520.0,Water Drop Notch,9.0,68.0,Other,helio,Mid-Range,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v5-v10,6-9 inches,5-14 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,60-70 rating
Google,15999,Android,Snapdragon_670,4.0,64.0,3700.0,No,6.0,60.0,2.0,1.0,8.0,1.0,Yes,18,Yes,No,No,Yes,No,8.0,2.4,1080.0,2160.0,No Notch,12.0,67.0,Other,snapdragon,Mid-Range,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,4-6 inches,2-5 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,60-70 rating
Samsung,17990,Android,Exynos_7885,4.0,64.0,3100.0,Yes,5.9,60.0,16.0,2.0,25.0,1.0,Yes,15,Yes,No,No,No,No,8.0,2.2,1080.0,2340.0,Water Drop Notch,9.0,69.0,Samsung,exynos,Mid-Range,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v5-v10,4-6 inches,14-40 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,60-70 rating
Samsung,78990,Android,Exynos_9820,8.0,256.0,4500.0,No,6.7,60.0,16.0,3.0,10.0,1.0,Yes,25,Yes,Yes,No,Yes,No,8.0,2.7,1440.0,3040.0,No Notch,9.0,86.0,Samsung,exynos,Flagship,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v5-v10,6-9 inches,14-40 mp,8-16 mp,2-3 GHz,1080-1440 Width,2160-3840 Height,80-90 rating
Huawei,10949,Android,Kirin_659,4.0,64.0,3000.0,Yes,5.84,60.0,13.0,2.0,16.0,1.0,Yes,0,Yes,No,No,No,No,8.0,2.36,1080.0,2280.0,Small Notch,8.0,66.0,Other,kirin,Mid-Range,1-4 GB,32-256 GB,800-3000 mAh,0-50W,v5-v10,4-6 inches,5-14 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,60-70 rating
Xiaomi,10300,Android,Snapdragon_625,4.0,64.0,4100.0,Yes,5.5,60.0,13.0,1.0,5.0,1.0,Yes,0,Yes,No,No,No,No,8.0,2.4,1080.0,1920.0,No Notch,6.0,65.0,Xiaomi,snapdragon,Mid-Range,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v5-v10,4-6 inches,5-14 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,60-70 rating
BlackZone,1899,Android,Other_1,0.05,0.05,2500.0,Yes,1.8,60.0,2.0,1.0,16.0,1.0,Yes,0,Yes,No,No,No,No,8.0,2.4,480.0,640.0,No Notch,12.0,80.0,Other,Other,Budget,0-1 GB,0-1 GB,800-3000 mAh,0-50W,v10-v16,1-4 inches,2-5 mp,8-16 mp,2-3 GHz,120-640 Width,160-640 Height,70-80 rating
Doogee,45999,Android,Dimensity_1080,12.0,256.0,22000.0,Yes,6.58,120.0,108.0,3.0,32.0,1.0,Yes,33,Yes,Yes,No,No,No,8.0,2.6,1080.0,2408.0,Water Drop Notch,12.0,88.0,Other,dimensity,Premium,8-18 GB,32-256 GB,10000-22000 mAh,0-50W,v10-v16,6-9 inches,60-200 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Huawei,21990,EMUI,Other_Unknown,4.0,64.0,5000.0,Yes,6.52,60.0,50.0,2.0,5.0,1.0,Yes,5,Yes,No,No,No,No,8.0,2.4,720.0,1600.0,Water Drop Notch,12.0,63.0,Other,Other,Mid-Range,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,60-70 rating
iQOO,19990,Android,Snapdragon_7 Gen2,8.0,128.0,5000.0,Yes,6.67,120.0,64.0,3.0,16.0,1.0,Yes,45,Yes,Yes,No,No,No,8.0,2.4,1080.0,2412.0,Water Drop Notch,13.0,76.0,Other,snapdragon,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,60-200 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Vivo,32990,Android,Snapdragon_7 Gen1,8.0,256.0,5000.0,Yes,6.67,120.0,64.0,3.0,32.0,1.0,Yes,80,Yes,Yes,No,No,No,8.0,2.4,1080.0,2400.0,Punch Hole,13.0,84.0,Vivo,snapdragon,Premium,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,60-200 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
POCO,14499,Android,Helio_99,6.0,128.0,5000.0,Yes,6.58,90.0,50.0,3.0,8.0,1.0,Yes,18,Yes,No,No,No,Yes,8.0,2.2,1080.0,2400.0,Water Drop Notch,12.0,77.0,Other,helio,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Nokia,41990,Android,Snapdragon_695,6.0,128.0,4200.0,Yes,6.43,90.0,50.0,2.0,16.0,1.0,Yes,33,Yes,Yes,No,Yes,No,8.0,2.2,1080.0,2400.0,Punch Hole,12.0,85.0,Other,snapdragon,Premium,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Tecno,13990,Android,Helio_85,6.0,128.0,7000.0,Yes,6.82,90.0,16.0,2.0,8.0,1.0,Yes,0,Yes,No,No,No,No,8.0,2.4,720.0,1600.0,Water Drop Notch,12.0,67.0,Other,helio,Mid-Range,4-8 GB,32-256 GB,5000-10000 mAh,0-50W,v10-v16,6-9 inches,14-40 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,60-70 rating
Nokia,1599,Android,Other_Unknown,0.0,0.0,1000.0,Yes,1.77,60.0,50.0,1.0,16.0,1.0,Yes,0,No,No,No,No,No,8.0,2.4,120.0,160.0,No Notch,12.0,80.0,Other,Other,Budget,0-1 GB,0-1 GB,800-3000 mAh,0-50W,v10-v16,1-4 inches,40-60 mp,8-16 mp,2-3 GHz,120-640 Width,160-640 Height,70-80 rating
Nokia,4799,Android,Other_Unknown,6.0,128.0,5000.0,Yes,6.58,90.0,50.0,1.0,16.0,1.0,Yes,0,Yes,No,No,No,No,8.0,2.4,1080.0,2400.0,Unknown,12.0,80.0,Other,Other,Budget,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Vivo,10490,Android,Helio_35,3.0,64.0,5000.0,Yes,6.51,60.0,13.0,2.0,8.0,1.0,Yes,0,Yes,No,No,No,No,8.0,2.3,720.0,1600.0,Water Drop Notch,12.0,67.0,Vivo,helio,Mid-Range,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,5-14 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,60-70 rating
Huawei,29990,Android,Snapdragon_778,8.0,128.0,4000.0,Yes,6.67,120.0,50.0,3.0,60.0,1.0,Yes,66,Yes,No,No,No,No,8.0,2.4,1080.0,2400.0,Punch Hole,12.0,82.0,Other,snapdragon,Premium,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,40-60 mp,40-60 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Huawei,22990,EMUI,Snapdragon_680,8.0,128.0,5000.0,Yes,6.7,90.0,50.0,1.0,8.0,1.0,Yes,40,Yes,No,No,Yes,No,8.0,2.4,1080.0,2388.0,Punch Hole,12.0,82.0,Other,snapdragon,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Samsung,47990,Android,Dimensity_1300,8.0,128.0,5000.0,Yes,6.7,60.0,48.0,3.0,16.0,1.0,No,0,Yes,Yes,No,No,No,8.0,2.4,1080.0,2400.0,Punch Hole,12.0,80.0,Samsung,dimensity,Premium,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Infinix,19999,Android,Helio_96,8.0,128.0,4500.0,Yes,6.7,120.0,108.0,3.0,16.0,1.0,Yes,120,Yes,No,No,No,No,8.0,2.05,1080.0,2400.0,Punch Hole,12.0,84.0,Other,helio,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,80-240W,v10-v16,6-9 inches,60-200 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
OnePlus,29999,Android,Snapdragon_7 Gen1,8.0,128.0,4500.0,Yes,6.43,120.0,50.0,3.0,32.0,1.0,Yes,80,Yes,Yes,No,Yes,No,8.0,2.36,1080.0,2412.0,Punch Hole,12.0,83.0,Other,snapdragon,Premium,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,40-60 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Realme Narzo,11879,Android,Other_612,4.0,128.0,5000.0,Yes,6.6,60.0,50.0,3.0,8.0,1.0,Yes,18,Yes,No,No,No,No,8.0,1.82,1080.0,2408.0,Water Drop Notch,11.0,74.0,Other,Other,Mid-Range,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,0-2 GHz,640-1080 Width,2160-3840 Height,70-80 rating
OnePlus,28990,Android,Dimensity_8100,8.0,128.0,4500.0,Yes,6.7,120.0,50.0,3.0,16.0,1.0,Yes,150,Yes,Yes,No,Yes,No,8.0,2.85,1080.0,2412.0,Punch Hole,12.0,84.0,Other,dimensity,Premium,4-8 GB,32-256 GB,3000-5000 mAh,80-240W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
iQOO,39990,Android,Snapdragon_888,12.0,256.0,4350.0,Yes,6.56,120.0,48.0,3.0,16.0,1.0,Yes,120,Yes,Yes,No,No,No,8.0,2.9,1080.0,2376.0,Punch Hole,12.0,85.0,Other,snapdragon,Premium,8-18 GB,32-256 GB,3000-5000 mAh,80-240W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Xiaomi,15999,Android,Dimensity_720,6.0,64.0,5000.0,Yes,6.52,90.0,64.0,3.0,16.0,1.0,Yes,33,Yes,Yes,No,No,Yes,8.0,2.4,1080.0,2400.0,Punch Hole,12.0,78.0,Xiaomi,dimensity,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,60-200 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
OPPO,22990,Android,Snapdragon_695,8.0,256.0,4500.0,Yes,6.43,60.0,48.0,2.0,16.0,1.0,Yes,33,Yes,Yes,No,No,No,8.0,2.2,1080.0,2400.0,Punch Hole,11.0,82.0,OPPO,snapdragon,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Royole,149999,Android,Snapdragon_888,8.0,128.0,3360.0,Yes,7.2,60.0,50.0,1.0,16.0,1.0,Yes,0,Yes,Yes,No,No,No,8.0,2.84,1440.0,1920.0,No Notch,12.0,87.0,Other,snapdragon,Luxury,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,1080-1440 Width,1480-2160 Height,80-90 rating
Tecno,11499,Android,Helio_88,4.0,128.0,5000.0,Yes,6.8,90.0,48.0,3.0,16.0,1.0,Yes,18,Yes,No,No,Yes,No,8.0,2.4,1080.0,2460.0,Punch Hole,12.0,75.0,Other,helio,Mid-Range,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Tecno,22999,Android,Helio_95,8.0,256.0,5000.0,Yes,6.7,120.0,50.0,1.0,48.0,2.0,Yes,44,Yes,No,No,No,No,8.0,2.05,1080.0,2400.0,Punch Hole,12.0,84.0,Other,helio,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,40-60 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Tecno,7999,Android,Helio_35,4.0,64.0,5000.0,Yes,6.6,60.0,50.0,2.0,8.0,1.0,Yes,0,Yes,No,No,No,No,8.0,2.3,720.0,1600.0,Water Drop Notch,11.0,70.0,Other,helio,Budget,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,60-70 rating
Realme,31999,Android,Snapdragon_870,8.0,128.0,5000.0,Yes,6.62,120.0,64.0,3.0,16.0,1.0,Yes,65,Yes,Yes,No,Yes,No,8.0,3.2,2400.0,1080.0,Punch Hole,12.0,82.0,Realme,snapdragon,Premium,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,60-200 mp,8-16 mp,3-4 GHz,1440-2460 Width,640-1480 Height,80-90 rating
Sony,30990,Android,Snapdragon_690,6.0,64.0,4500.0,No,6.0,60.0,12.0,3.0,8.0,1.0,Yes,30,Yes,Yes,No,Yes,No,8.0,2.4,1080.0,2520.0,No Notch,11.0,78.0,Other,snapdragon,Premium,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,4-6 inches,5-14 mp,1-8 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Realme,7999,Android,Helio_35,3.0,32.0,6000.0,Yes,6.52,60.0,13.0,3.0,5.0,1.0,Yes,0,Yes,No,No,No,No,8.0,2.3,720.0,1600.0,Water Drop Notch,11.0,64.0,Realme,helio,Budget,1-4 GB,1-32 GB,5000-10000 mAh,0-50W,v10-v16,6-9 inches,5-14 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,60-70 rating
Tecno,10999,Android,Helio_85,4.0,64.0,7000.0,Yes,6.95,60.0,48.0,1.0,8.0,1.0,Yes,18,Yes,No,No,No,No,8.0,2.4,1080.0,2460.0,Punch Hole,11.0,74.0,Other,helio,Mid-Range,1-4 GB,32-256 GB,5000-10000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
POCO,14990,Android,Dimensity_700,6.0,128.0,5000.0,Yes,6.67,120.0,50.0,3.0,16.0,1.0,Yes,67,Yes,Yes,No,No,No,8.0,2.2,1080.0,2400.0,Punch Hole,12.0,79.0,Other,dimensity,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Motorola,14499,Android,Snapdragon_732,4.0,64.0,6000.0,Yes,6.78,120.0,64.0,3.0,16.0,1.0,Yes,20,Yes,No,No,No,No,8.0,2.3,1080.0,2460.0,Punch Hole,11.0,77.0,Other,snapdragon,Mid-Range,1-4 GB,32-256 GB,5000-10000 mAh,0-50W,v10-v16,6-9 inches,60-200 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
OnePlus,44999,Android,Snapdragon_888,8.0,128.0,4500.0,Yes,6.55,120.0,108.0,1.0,16.0,1.0,No,65,Yes,Yes,No,Yes,No,8.0,2.84,1080.0,2400.0,Punch Hole,11.0,86.0,Other,snapdragon,Premium,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,60-200 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Realme,17999,Android,Helio_95,8.0,128.0,5000.0,Yes,6.4,60.0,64.0,1.0,16.0,1.0,Yes,30,Yes,No,No,No,No,8.0,2.4,1080.0,2400.0,Punch Hole,11.0,83.0,Realme,helio,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,60-200 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Realme Narzo,19999,Android,Dimensity_800,8.0,128.0,5000.0,Yes,6.5,120.0,48.0,3.0,16.0,1.0,Yes,30,Yes,Yes,No,No,No,8.0,2.4,1080.0,2400.0,Punch Hole,10.0,83.0,Other,dimensity,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v5-v10,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Itel,3999,Android,Other_9832,1.0,8.0,2400.0,Yes,5.0,60.0,5.0,1.0,2.0,1.0,Yes,0,Yes,No,No,No,No,4.0,1.4,854.0,480.0,No Notch,12.0,80.0,Other,Other,Budget,0-1 GB,1-32 GB,800-3000 mAh,0-50W,v10-v16,4-6 inches,2-5 mp,1-8 mp,0-2 GHz,640-1080 Width,160-640 Height,70-80 rating
